Q55659450,Socialist Soviet Republic Of Georgia,Eurasia
Q240592,Socialist Republic of Macedonia,Europe
Q12490507,Rashidun Caliphate,Asia
Q161215,Grand Duchy of Mecklenburg-Strelitz,Europe
Q173082,Dacia,Europe
Q630882,Republic of New Granada,Americas
Q556263,Duchy of Brunswick-Lüneburg,Europe
Q1063498,United States of the Ionian Islands,Europe
Q151095,Duchy of Berg,Europe
Q3624335,Duchy of Austria,Europe
Q276951,Taifa of Seville,?
Q1479726,Federation of Malaya,Asia
Q5148519,Colony of Tasmania,Australia
Q81931,Confederate States of America,North America
Q1140152,Irish Republic,Europe
Q4505481,Liu Qi,Asia
Q953068,South-West Africa,Africa
Q2046345,Colonial Nigeria,Africa
Q200464,Portuguese Empire,Europe
Q2538511,Kenya Colony,Africa
Q37985,Carinthia,Europe
Q3185305,Palestine,Asia
Q179997,Thirteen Colonies,North America
Q16644,Northern Mariana Islands,Oceania
Q31057,Norfolk Island,Oceania
Q25228,Anguilla,North America
Q920396,British West Indies,North America
Q25227,Netherlands Antilles,North America
Q1998401,North Yemen,Asia
Q212056,Mongolian People's Republic,Asia
Q206411,Azerbaijan Democratic Republic,Asia
Q1415,Indiana,North America
Q1501849,Turkestan General Governorate,Eurasia
Q1408,New Jersey,North America
Q1914,Karelia,Eurasia
Q204989,Saint Kitts,North America
Q1356,West Bengal,Asia
Q2581033,Inda,Europe
Q40508,La Romana,North America
Q11739,Lahore,Asia
Q8673,Lagos,Africa
Q518101,First Republic of Austria,Europe
Q340,Montreal,North America
Q1647090,Brunete,Europe
Q3306,Panama City,Americas
Q82112,State of Mexico,North America
Q8660,Karachi,Asia
Q333928,Maracay,South America
Q80338,Bengal,Asia
Q170454,Agartala,Asia
Q22424,Punjab,Asia
Q47034,Espoo,Europe
Q112813,Durango,North America
Q13373,Lucca,Europe
Q30832,Giza Governorate,Africa
Q64,Berlin,Europe
Q179665,Urmia,Asia
Q155019,Duchy of Lorraine,Europe
Q7904317,Electorate of Cologne,Europe
Q660776,canton of Basel,Europe
Q756854,Kosala,Asia
Q476757,Democratic Republic of Afghanistan,Asia
Q11024667,Duchy of Mecklenburg-Schwerin,Europe
Q104472514,Madeira,Europe
Q842091,Duchy of Normandy,Europe
Q14118,Savoy,Europe
Q298874,Austrian Silesia,Europe
Q159626,Württemberg,Europe
Q4461035,Akkadian empire,Asia
Q193152,Great Moravia,Europe
Q5311389,Duchy of Thuringia,Europe
Q4377375,Salem,?
Q10359001,Hasmonean Kingdom,Asia
Q890120,Zimbabwe Rhodesia,Africa
Q696640,Duchy of Pomerania,Europe
Q1923401,Zunghar Khanate,Eurasia
Q435583,Old Swiss Confederacy,Europe
Q2277,Roman Empire,Europe
Q947616,Rascia,?
Q48685,Judah,Asia
Q42834,Western Roman Empire,Europe
Q327,Brittany,Europe
Q231392,Kingdom of Asturias,Europe
Q43266,Moravia,Europe
Q1209822,Kingdom of Kakheti,Europe
Q1235737,County of Aragon,Europe
Q105313,Kingdom of Wessex,Europe
Q16934171,Tegeingl,Europe
Q16000109,Herodian Kingdom of Judea,Asia
Q1051600,Duchy of Naples,Europe
Q212439,Cossack Hetmanate,Eurasia
Q265824,Second Hellenic Republic,Europe
Q3307686,Visigothic Kingdom of Tolosa,Europe
Q191324,Middle Kingdom of Egypt,Africa
Q1249412,Galatia,Eurasia
Q879466,Roman Gaul,Europe
Q83546,Grand Duchy of Vladimir,Europe
Q673040,Soule,Europe
Q533558,Kingdom of Croatia-Slavonia,Europe
Q1154406,Ashikaga shogunate,Asia
Q216173,Free City of Danzig,Europe
Q722071,Ashanti Empire,Africa
Q652275,County of Cerdanya,Europe
Q538626,Insular Brittany,Europe
Q11913408,Celtiberia,Europe
Q4304392,Moscovian State,Eurasia
Q504238,Loja Province,South America
Q846025,Mahajanapada,Asia
Q201705,Khmer Empire,?
Q836680,Duchy of Nassau,Europe
